Point_ID,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61,Feature62,Feature63,Feature64,Feature65,Feature66,Feature67,Feature68,Feature69,Feature70,Feature71,Feature72,Feature73,Feature74,Feature75,Feature76,Feature77,Feature78,Feature79,Feature80,Feature81,Feature82,Feature83,Feature84,Feature85,Feature86,Feature87,Feature88,Feature89,Feature90,Feature91,Feature92,Feature93,Feature94,Feature95,Feature96,Feature97,Feature98,Feature99,Feature100,Feature101,Feature102,Feature103,Feature104,Feature105,Feature106,Feature107,Feature108,Feature109,Feature110,Feature111,Feature112,Feature113,Feature114,Feature115,Feature116,Feature117,Feature118,Feature119,Feature120,Feature121,Feature122,Feature123,Feature124,Feature125,Feature126,Feature127,Feature128,Feature129,Feature130,Feature131,Feature132,Feature133,Feature134,Feature135,Feature136,Feature137,Feature138,Feature139,Feature140,Feature141,Feature142,Feature143,Feature144,Feature145,Feature146,Feature147,Feature148,Feature149,Feature150,Feature151,Feature152,Feature153,Feature154,Feature155,Feature156,Feature157,Feature158,Feature159,Feature160,Feature161,Feature162,Feature163,Feature164,Feature165,Feature166,Feature167,Feature168,Feature169,Feature170,Feature171,Feature172,Feature173,Feature174,Feature175,Feature176,Feature177,Feature178,Feature179,Feature180,Feature181,Feature182,Feature183,Feature184,Feature185,Feature186,Feature187,Feature188,Feature189,Feature190,Feature191,Feature192,Feature193,Feature194,Feature195,Feature196,Feature197,Feature198,Feature199,Feature200,Feature201,Feature202,Feature203,Feature204,Feature205,Feature206,Feature207,Feature208,Feature209,Feature210,Feature211,Feature212,Feature213,Feature214,Feature215,Feature216,Feature217,Feature218,Feature219,Feature220,Feature221,Feature222,Feature223,Feature224,Feature225,Feature226,Feature227,Feature228,Feature229,Feature230,Feature231,Feature232,Feature233,Feature234,Feature235,Feature236,Feature237,Feature238,Feature239,Feature240,Feature241,Feature242,Feature243,Feature244,Feature245,Feature246,Feature247,Feature248,Feature249,Feature250,Feature251,Feature252,Feature253,Feature254,Feature255,Feature256,Feature257,Feature258,Feature259,Feature260,Feature261,Feature262,Feature263,Feature264,Feature265
1241,34403,31040,-4588,-31975,18036,8969,-39617,-17062,-33860,20012,17786,8748,16020,-11556,13563,-15700,-24286,40246,23975,6059,-45296,-1519,-2433,-41080,26652,-19054,-5355,18077,3644,18730,13605,881,22690,3717,-8482,-2928,-20696,9314,-10364,232,-36635,2546,24270,-21460,16047,41060,-1539,35404,21487,43176,-26615,-17325,20012,9716,-108,-18846,-13748,8642,10308,-13334,-36378,-9589,21152,-4392,-17466,-14055,-19075,5303,10880,-422,-53719,8324,42326,35966,-19716,-15438,-25181,18984,35705,-33138,21212,2269,-13540,-36030,38524,12159,-12171,-29074,-19447,-16874,26228,-4900,9715,20267,22407,58366,13814,15464,-15421,-10734,18353,8526,-18169,28479,-13867,-32811,23333,20621,6131,15283,4646,9649,-2495,-34172,-5413,-28453,-21858,-19468,-40965,13811,-18491,-53241,-4218,-15606,3213,-66442,-9977,-33765,46455,3,-15074,51595,5070,-26445,-39139,-30175,-3868,2801,-431,17794,-52375,479,-4494,31954,5635,26769,5718,15316,-2721,-4166,17614,-8988,17414,73740,-10193,23645,-5603,27046,-58963,-17884,16925,-2431,36615,18114,18165,-24095,-15577,30310,-13151,-28325,-4344,34419,-22250,34478,-6044,18018,18508,24680,-6169,33921,-12686,46526,11190,67475,-31392,-4900,38841,32523,-41600,-19662,22376,-11674,24110,3655,11381,10865,15396,-10060,-11449,-10231,25541,-5320,3624,-8777,31682,-35294,-13530,491,25130,6146,-9203,-4972,28270,1465,4669,5825,-19090,-50,-27946,-68252,-2394,-950,7029,-11280,-42690,-22615,48823,50533,-33625,-9781,25718,-23813,13314,34998,16841,8844,10939,-31945,31599,4016,-43453,-36495,-2615,-47742,3877,-16242,-12405,-51155,11134,-1159,-9863,39613,22477,-17011,50323,32342,4650,-49075,-8269,4558,8185,-19831,-24278,-16905,-12727
1242,33981,30876,-692,-31707,15301,9778,-39498,-17894,-32556,21083,14961,9348,11854,-14596,11481,-16997,-25335,39466,22430,2316,-42379,-510,-1512,-42068,26009,-20006,-256,15777,5701,14276,16818,1696,24977,-2124,-10263,-2057,-19955,9994,-12941,-353,-42343,6294,26325,-20301,15931,39182,-4430,36585,17429,40346,-26346,-18094,19911,11550,-2744,-17181,-13347,3430,5506,-11786,-39427,-9663,20953,-8427,-15685,-12813,-17957,2689,5788,-2821,-53637,6695,42842,31548,-18466,-13256,-29882,16405,37445,-32525,20615,2839,-15346,-35117,34983,7111,-9639,-25465,-16249,-16177,24073,-2072,10710,16399,22318,55318,15081,11608,-19533,-13513,15681,12720,-18060,30460,-12141,-36331,24950,25587,4167,11696,5830,8364,-3675,-31007,-8320,-26883,-22687,-18558,-43613,12724,-16658,-50354,-3372,-14801,4823,-67713,-13057,-34069,45726,-4304,-14979,50288,4071,-23158,-40394,-33172,-8539,2701,-659,15402,-49164,3091,-2063,26677,6794,22064,7405,16243,-6246,-5649,16457,-9687,18674,71259,-9281,23859,-7410,23990,-59123,-21754,24035,-5259,35467,15576,17529,-24324,-12432,27689,-11706,-28614,-5965,31060,-23050,33482,-5636,13193,16571,23550,-8532,33180,-19351,43658,7889,70817,-29951,-3194,39929,32282,-42033,-20291,21437,-10406,25354,4070,14052,13233,15954,-8505,-9641,-10614,24105,-104,10399,-7531,31925,-34830,-14836,1349,23739,5106,-9154,-164,26273,2402,4924,5989,-21510,-329,-30993,-68652,-3646,3527,8141,-5904,-44767,-23807,43303,49524,-35339,-7699,26654,-21721,13067,32585,10763,5569,13716,-33726,32828,2282,-43163,-34380,-1616,-50016,4504,-13312,-10370,-48281,12175,1409,-7218,38813,22298,-13031,49205,30652,2387,-42510,-12903,3445,7527,-19473,-27082,-12522,-13517
1243,33606,30646,-6280,-27277,15755,10059,-39661,-16166,-32651,23039,17754,11348,13386,-11064,11565,-15213,-23507,40543,23239,1116,-43904,-216,-2569,-38474,26758,-16190,-1390,15986,3125,14054,20148,709,21695,23,-7325,178,-20654,11062,-8915,2707,-37628,3180,28012,-16699,16025,42173,-933,34454,19201,40016,-28340,-19025,18966,8543,-2359,-16879,-13584,7483,6132,-12741,-35994,-7359,20513,-5660,-16993,-14589,-18368,4947,5935,-448,-52301,4781,42795,33467,-20466,-13899,-24480,17648,35322,-36260,21230,3342,-13734,-38215,36118,7777,-9594,-27317,-17890,-18721,23965,-2603,7960,18536,24007,55963,14006,14512,-17899,-11477,18144,10889,-19971,31659,-10452,-35585,24693,20472,4346,12914,3142,8774,-2792,-33025,-6472,-27221,-22193,-20755,-44917,11454,-18854,-51362,-3136,-16240,2838,-68238,-13335,-33778,49450,-1858,-14258,51718,1857,-27518,-41032,-30653,-6779,1760,-1169,17191,-49075,69,-4060,28050,7409,22528,8742,15081,-3930,-4234,16586,-7713,19662,72179,-12877,23344,-9555,27162,-60146,-20678,21594,-3041,34561,15405,17935,-27323,-17512,30529,-14759,-28597,-2361,31684,-22562,34385,-6254,15927,14014,23859,-6804,33293,-18654,45645,13469,67730,-29594,-6525,36113,31958,-40281,-22316,24977,-10701,26375,3504,15740,13650,15028,-8769,-13050,-8969,25850,1798,6791,-8481,29854,-33084,-14799,2390,23992,6828,-8050,-4253,27474,2382,5389,3907,-20678,-1144,-29790,-67526,-4165,639,6153,-8940,-45859,-22643,42446,48528,-34534,-9151,25619,-23396,14294,33405,12817,3389,11555,-35445,33216,3340,-44631,-33152,776,-51010,4894,-14334,-9780,-47745,9487,220,-8214,40842,22321,-13609,48972,29600,4159,-46449,-10854,6382,8888,-18629,-26360,-11091,-13013
1244,36207,31097,-2767,-32129,16981,8771,-38162,-15467,-32552,18857,18104,13373,13631,-11401,11769,-15148,-24217,40410,22482,6139,-43118,-2357,413,-40600,26415,-17987,-1770,19359,2913,17876,12086,3656,24897,1046,-8944,-3040,-21893,9542,-9669,-878,-36530,2709,24996,-19366,14007,41107,-2892,37705,20377,43664,-28665,-17540,20491,8058,-3662,-18471,-13374,9274,7530,-11608,-36670,-9381,19323,-5304,-16206,-16662,-17839,7702,7875,1008,-51229,5361,42438,39718,-18825,-13860,-27674,17664,35005,-33668,17509,1821,-14604,-35138,38250,8209,-12743,-27570,-15778,-18245,28984,-3411,9842,17359,23242,59034,14445,16974,-18128,-8596,19556,10451,-16859,29858,-11979,-33084,27866,22513,4568,12628,3041,8786,-3391,-33237,-6725,-29669,-21702,-18055,-44667,10625,-18695,-52658,-3745,-17367,7588,-64379,-13673,-34664,47038,147,-15495,51586,2397,-25568,-41276,-31096,-7188,366,2264,18276,-49999,490,-5596,29805,10165,27031,7899,15830,-8988,-5163,16494,-9257,18949,72927,-11688,22590,-5083,28834,-57991,-19686,19558,-1168,36837,15641,19702,-26160,-16443,32543,-12266,-30473,-4380,31176,-21337,35781,-5977,15184,18879,25348,-3790,31574,-17929,45948,11646,65705,-31492,-7185,38741,33099,-47357,-17958,24953,-11764,24215,3511,14551,12963,13941,-13322,-12691,-9214,23875,-1602,1482,-9588,30476,-34074,-16447,173,23557,6042,-10915,-6913,29513,3503,4584,6203,-19443,-3930,-29329,-68848,-2979,94,8881,-7288,-42437,-21999,44671,52257,-36939,-9227,25756,-22016,13432,34818,15963,6672,10752,-32761,32585,2567,-46433,-36003,-4007,-45712,5811,-14055,-12527,-48664,7441,-1792,-10694,37094,17313,-16705,48060,30716,4401,-46625,-14776,5068,8862,-18582,-24633,-12724,-17157
1245,33380,30030,-1646,-33403,17940,10134,-38038,-18876,-32765,21168,16639,10061,12932,-12970,10045,-17373,-24779,41601,22978,2252,-41897,-1921,1010,-39982,26327,-22166,-5130,15713,3438,15727,16797,1875,26008,-1931,-7506,-1538,-20701,8157,-10382,187,-37171,5308,23798,-22028,17206,40938,-3317,32818,20805,43379,-25677,-17721,17580,12662,-2790,-17818,-13845,9564,7320,-9564,-37196,-11621,22511,-7092,-15991,-12491,-18419,1138,6364,-231,-55981,9269,42672,32781,-18394,-16151,-29016,17064,35759,-33358,22401,3205,-16713,-35066,34242,9294,-10656,-27284,-18100,-19263,25621,-4932,7900,16015,25439,57831,12915,13803,-18546,-10639,15900,12159,-15567,28513,-13525,-33457,25041,23049,1035,14458,6725,9072,-1773,-31291,-6680,-26658,-23905,-20378,-44331,12703,-16662,-49810,-3270,-14808,3229,-65659,-12507,-35713,46106,-2618,-15813,54425,2023,-24673,-42058,-32172,-4033,2691,2304,16016,-52905,4176,-2198,29683,8479,22807,7181,14485,-7889,-2312,15609,-10077,15662,71348,-8132,21819,-7377,25512,-54089,-20993,21909,-2710,35083,16660,17321,-24463,-13292,28927,-11932,-30050,-6993,31262,-21264,33984,-6697,15790,19576,19746,-7976,33201,-16454,45580,9582,68766,-31456,-2221,39985,30475,-45792,-18171,20455,-12165,24052,2787,13951,13494,16377,-7207,-11894,-8062,24750,1413,9317,-10052,29427,-38164,-14970,1546,23052,4170,-10981,-1380,28454,5033,5363,5588,-17245,-1101,-31483,-68074,-2562,-392,8255,-7262,-45097,-22759,44455,51401,-35873,-8204,27419,-23996,15199,34650,12420,6112,14213,-34325,33158,1946,-44475,-33837,-3824,-45743,4187,-11784,-10208,-47748,11438,241,-8232,39363,23427,-13643,49313,29941,954,-43704,-8956,8443,9520,-18445,-24991,-10824,-14652
1246,33580,31894,-3401,-28894,15305,8522,-37747,-18299,-33876,21224,18469,7249,15568,-13942,12010,-17055,-20210,37809,22743,1051,-40933,-2194,166,-40473,25281,-18366,-1966,18217,4697,16521,12719,2298,23740,102,-5865,-3014,-21325,8959,-11928,-1800,-38351,3777,26423,-20793,15828,40984,-2761,36719,19171,42208,-25491,-18759,16923,11410,-2157,-19024,-14381,8397,6213,-12813,-39663,-8448,23751,-8084,-14919,-14144,-18964,5531,6493,8,-52989,9220,42680,37212,-21695,-15154,-28769,17882,33279,-30312,20974,4660,-14678,-37329,34788,12996,-9288,-23715,-16568,-18384,26074,-3486,7488,15962,23006,58857,14317,12897,-19262,-9108,18537,14880,-17933,29363,-10583,-35251,24910,20729,5842,13282,3848,8546,-2403,-33064,-8319,-30311,-21588,-20809,-43210,12184,-18869,-51919,-3971,-17270,7947,-67569,-12618,-35053,48309,-2332,-14845,50811,1616,-25423,-38498,-30999,-8171,3250,605,18063,-51456,-184,-3239,30127,7591,26667,6129,15113,-6183,-4041,16364,-6435,18532,73678,-10818,22696,-6476,27790,-57090,-20116,21891,-926,36190,17498,19120,-27515,-14045,33192,-11895,-31691,-5318,30886,-17634,32692,-8234,16142,19829,24540,-7052,32725,-17165,44934,10286,69804,-34309,-5421,38907,32397,-42097,-18875,22172,-11652,24174,4440,14741,12033,13267,-10203,-15827,-9858,23460,176,5779,-8923,33314,-36438,-14352,1098,22808,5292,-8787,-5139,27290,5348,7747,5468,-18983,-1939,-28589,-65784,-5514,-1439,7323,-8209,-42002,-22949,44430,51359,-34671,-9692,27862,-21911,14288,34533,15951,6013,13965,-35091,30204,4654,-44049,-34635,-2466,-45508,5723,-12992,-9131,-47741,12136,-1837,-8550,39674,19971,-14093,50238,33067,4003,-46732,-12594,6465,8772,-18077,-23634,-12839,-17243
1247,31965,34421,-3293,-29689,18722,6276,-38402,-15166,-33254,21529,16717,12827,13927,-12610,12916,-17091,-23381,37248,22092,473,-44513,-1938,-2322,-39709,22574,-17091,-1318,15846,2780,16111,14529,1329,20703,276,-8154,-1459,-21104,12287,-7315,2484,-39961,-255,28327,-20226,16645,40607,-2726,35837,20261,40427,-27310,-18023,21161,6098,-2295,-18371,-13950,7498,7110,-12804,-37723,-5753,22991,-4754,-17350,-15115,-17586,6078,6487,-884,-49061,5024,43858,36462,-21453,-13238,-26577,16361,34988,-34244,19794,2900,-16067,-37162,37106,9708,-10681,-25407,-17168,-18548,24859,-2153,8088,21212,22204,58861,15652,13105,-20242,-8681,17702,12232,-18238,31903,-10713,-34569,25615,19564,5999,13847,2914,9853,-5287,-30748,-6201,-27861,-23351,-18855,-41488,11952,-16379,-51481,-1870,-15117,7438,-69307,-14438,-31914,48265,-1186,-11581,49992,2429,-28198,-41269,-32322,-8277,3148,-1416,16329,-49287,-76,-3880,26801,8216,26395,8254,18133,-4506,-4491,17996,-8529,20793,71979,-14711,21356,-6045,26458,-59280,-20306,21905,-4404,38497,15998,17159,-24542,-15242,30676,-12374,-29514,-3689,34842,-20725,35847,-7602,17016,15001,24614,-7794,31377,-19264,44706,11938,67371,-32654,-8140,38863,34263,-39199,-19862,25337,-12069,25316,4895,15722,10659,13451,-9990,-16122,-9703,23907,-920,5193,-7784,31240,-31362,-15559,-559,24557,5190,-12866,-4153,28640,2302,5454,4326,-20255,-2196,-27832,-68381,-3437,1544,6485,-8535,-42213,-22009,44914,50844,-37115,-9433,24804,-23024,11809,34417,12661,6521,10382,-33591,32152,3240,-45357,-33211,241,-49736,5895,-13251,-12276,-46996,12247,-3167,-8083,38425,22586,-16059,48729,30906,4679,-45595,-13927,4372,5998,-21914,-23557,-13921,-14891
1248,34796,29849,-1091,-29555,18518,10419,-38591,-15435,-31821,20287,17256,8608,15133,-11784,12022,-16265,-22762,40608,20516,3626,-44676,-3037,-1807,-39987,26282,-18189,-1297,17834,3587,17458,13883,1654,23298,1597,-10187,-1802,-21321,9975,-9309,376,-37626,-519,27264,-20517,15318,40943,-2179,34686,19234,40715,-25446,-18643,19633,4296,-1499,-21408,-12794,12039,9381,-9959,-39120,-9809,21003,-2477,-15084,-11682,-20283,3591,5537,573,-52694,7958,44747,37800,-20137,-11847,-25284,20302,40225,-33327,22185,4628,-14873,-37283,38127,12584,-10908,-25119,-19575,-19260,25743,-6052,13097,16705,22350,57524,12604,14162,-18691,-10002,16200,13384,-16831,28587,-13951,-32813,26187,22110,4997,13631,4320,10216,-3358,-32982,-5565,-27781,-22033,-20354,-43098,11909,-20210,-49550,780,-14714,5705,-65315,-12489,-34713,49453,-2415,-15552,50485,4323,-29079,-38694,-32599,-7406,4502,-1329,18251,-49852,1180,-3412,28380,9364,21971,8636,16351,-2767,-1565,19144,-9049,19883,71688,-12026,20875,-3983,26947,-58359,-19947,22784,-2457,38411,16454,22224,-25692,-17116,30095,-12343,-27719,-3711,32491,-23864,34337,-4981,19364,21268,19693,-5987,35964,-18121,45648,13401,66173,-32481,-5953,39828,31213,-41313,-17564,24155,-11620,23318,2497,9429,11294,13892,-9179,-8056,-7697,27826,-668,4432,-5248,32307,-33879,-15589,1396,22881,3585,-10486,-3902,31689,2201,5189,4026,-18597,-1222,-32691,-70122,-2282,-1798,10045,-7943,-42098,-21829,49090,50322,-34346,-11692,24729,-23634,14290,34936,18795,7129,11132,-32450,26773,2508,-46060,-34041,-1969,-48078,5839,-13128,-14706,-49169,14840,-2385,-7547,38159,22698,-16317,49703,30370,4750,-45369,-9330,5546,8891,-17649,-26086,-16213,-15023
1249,37008,34354,-3849,-30416,14448,9987,-40328,-16726,-31808,22115,16507,8702,17483,-15645,11182,-15248,-22786,41809,23695,6928,-44589,-2370,-534,-40821,27130,-16235,-3060,18263,1910,18583,11917,-2550,23374,-582,-8300,-4100,-24322,10693,-6224,-250,-34513,3381,26131,-18754,13068,44009,-948,38783,18799,39090,-28289,-18219,19722,9158,-3437,-21715,-11753,9268,8557,-9942,-38690,-9722,20357,-2220,-14249,-17880,-19704,6270,6850,-470,-52684,9585,43289,40212,-19842,-13683,-25031,18381,38810,-36176,18123,2247,-15572,-36925,36207,12311,-10081,-23284,-18109,-18075,24962,-6059,11082,18049,24338,53285,15996,19916,-19478,-10190,18156,11467,-18802,30235,-14322,-31617,26847,19380,5955,10397,1354,11517,-4025,-35156,-7344,-30068,-22077,-13957,-42347,13792,-18783,-48716,-4957,-17111,7349,-63754,-11084,-34381,48913,1419,-17000,51234,3713,-26495,-36472,-30178,-7723,1967,-2347,16262,-47628,-1819,-7614,30016,8918,22805,6973,17456,-3979,-3991,18443,-8072,21400,72195,-12615,22318,-2981,30326,-60883,-19164,21867,-583,39796,15725,18224,-25445,-12288,33738,-9923,-25925,-5067,31405,-21477,37051,-6171,17413,19353,23955,-5204,35448,-16833,45857,14015,68059,-32175,-5302,40253,31268,-44822,-19145,23552,-8775,22266,4180,12433,10090,13192,-11687,-12787,-8659,27786,-2588,2120,-7120,32202,-34426,-15064,512,21993,7998,-9989,-6591,28953,-184,5361,3377,-17536,-1614,-30541,-66958,-752,-3086,8120,-10508,-43070,-23531,47172,50029,-38794,-13586,25898,-25983,14017,34939,19808,9443,11155,-29613,27863,3518,-44082,-36409,-1304,-45610,149,-15016,-12255,-51821,11785,-2061,-6432,38686,22548,-16299,46281,31997,3921,-49086,-14832,2469,10009,-14974,-23363,-14918,-14989
1250,35265,31490,-1319,-32320,14625,9091,-40826,-16264,-30426,19660,16192,12128,13707,-11419,13603,-15287,-23723,39847,22122,3442,-43043,-1396,-2447,-40250,25143,-19228,-2034,17255,2230,13702,15314,3040,23238,544,-9388,1240,-23307,10551,-9186,-889,-36643,4170,26031,-20342,15469,42509,-675,32975,20568,42573,-26302,-17559,18113,9113,1305,-17995,-13200,7150,5875,-12176,-36951,-6410,22108,-6536,-16460,-17302,-19062,4321,8964,1575,-50822,6367,43875,36249,-21707,-13256,-25649,15238,32389,-33506,18246,4336,-17311,-37996,35628,10518,-8561,-27576,-17925,-16586,25896,-1648,7909,17950,22886,59354,12145,14603,-17973,-9160,16838,13673,-18180,29688,-12782,-33950,24361,20273,7715,14907,3390,9297,-3608,-33568,-8118,-29407,-21759,-20090,-42633,13386,-17917,-50332,-2034,-14762,6990,-68565,-13165,-32758,46990,-2017,-13545,52220,2842,-25666,-40267,-32801,-7350,3459,3509,18132,-52936,1143,-5191,27419,6577,25836,7693,13210,-6673,-4423,16567,-7320,20897,70569,-9776,24668,-7308,29516,-59033,-18827,22189,-3922,35983,15586,18986,-26889,-13126,29667,-14944,-28722,-3677,28977,-21366,35191,-6506,16046,18935,25135,-7387,35253,-16972,46190,9796,69456,-30676,-7081,37638,32147,-41524,-20573,22512,-12649,28202,4324,15420,14280,13999,-9297,-13724,-6368,23694,-751,6900,-9092,30491,-33972,-16366,1423,22092,6436,-12120,-2107,28401,7221,6164,4270,-20614,657,-28794,-64659,-957,975,8391,-9699,-45055,-21674,44866,50063,-35718,-6584,22869,-21261,12934,34510,15461,4916,8905,-33946,32604,3680,-43382,-32943,597,-48042,4039,-12464,-11322,-47745,10688,-1759,-7508,38989,23478,-15966,50020,30667,4128,-44573,-12399,2894,9150,-21620,-25571,-10860,-15014
1251,35723,30422,-2709,-30464,17498,11857,-37443,-16818,-32587,23302,19669,7124,12326,-16712,12490,-17319,-25396,38151,21951,4560,-44391,-1374,-584,-40552,26107,-17696,-5142,14802,3890,20018,14087,622,23928,2190,-8957,-4909,-20402,8571,-10350,1141,-39033,1585,25074,-19508,17503,39672,-3938,34651,19517,41323,-27144,-17286,20052,5806,-1839,-18904,-12296,8951,9340,-9032,-38471,-12726,18731,-3407,-15221,-14301,-20252,5520,6035,-1238,-52116,9327,42872,36799,-19830,-13442,-23759,20328,38961,-35586,21129,3116,-15990,-39380,35970,7077,-13285,-26108,-19104,-16994,24756,-6864,14862,18688,21396,55883,15698,15724,-16417,-10765,18684,8731,-14264,29830,-13638,-33694,25104,19378,3652,12216,4173,9276,-3504,-29646,-4300,-28880,-21060,-17467,-42317,11781,-18179,-50732,-3646,-15667,1328,-64310,-10836,-33724,48561,-2473,-17551,48972,3300,-27826,-40419,-30361,-7593,1762,-796,15800,-50546,466,-2691,27740,7808,22200,6858,16058,-4788,-4324,15632,-9985,17391,71973,-13526,20668,-1454,26063,-59975,-19510,23110,-363,36045,15515,20534,-23811,-14280,32378,-13252,-28836,-7677,32599,-25395,33844,-8625,15768,22470,20071,-7688,34395,-15550,45610,10870,70101,-29960,-6262,38420,28799,-43159,-18295,21291,-10484,20690,2398,6867,10783,16263,-10632,-13495,-8339,23933,273,5119,-10239,32141,-34261,-12743,-45,24217,5856,-7639,-4722,28758,2858,5723,6982,-19251,-4585,-32452,-65278,-4572,498,9854,-9306,-41141,-21829,43784,51599,-34810,-14080,25089,-23997,14126,34742,15212,6025,12822,-31813,30458,6704,-44722,-35722,-451,-47440,7026,-15100,-14283,-50233,15312,2455,-6000,39368,23319,-15999,50080,31662,2912,-49186,-12064,7955,8433,-18284,-24673,-15987,-12810
1252,32416,31811,-1016,-31202,17508,8920,-38242,-19498,-32758,21097,16492,10985,11344,-11224,11265,-14729,-23513,40600,22215,2982,-42733,-2386,-2016,-40144,26138,-20367,-262,19649,3661,13369,14816,4449,25485,-1550,-6976,-2221,-19852,7987,-11623,327,-40441,5995,25429,-19585,17040,41130,-2140,36881,17965,45355,-27585,-20319,19419,10356,-723,-19246,-14400,6480,6819,-13902,-36420,-9247,20013,-6464,-18410,-13088,-16968,2304,6806,-920,-51731,7753,44089,33045,-19006,-13176,-29670,14832,34799,-31725,20804,4010,-17276,-35115,35335,8658,-9835,-26105,-17642,-17693,26046,-3427,6484,16775,21928,55680,13797,13169,-18454,-12324,17704,12566,-19441,32626,-9230,-34596,25701,24744,4787,14860,4240,8175,-4409,-30850,-7790,-28923,-23380,-21257,-45349,12789,-16796,-51941,-2927,-13959,8252,-67463,-14403,-33507,46643,-3700,-13348,51083,4321,-23512,-42182,-31563,-8746,2638,2633,17144,-48896,2991,-4118,26048,7746,22374,7013,14557,-7946,-4947,14909,-5827,17981,72073,-8672,22760,-9698,25491,-58659,-20217,20797,-4217,34291,16014,16820,-25204,-13503,29795,-11350,-28192,-3943,28777,-20562,33948,-7089,14349,16600,24755,-9189,33487,-21002,41993,9879,69451,-32011,-2324,37891,31471,-42155,-21206,23699,-11046,25882,2892,15640,15094,16108,-9393,-14924,-10301,23373,-1493,8333,-7356,30877,-33475,-14983,530,22066,6769,-10398,-1447,27138,5251,5574,6232,-17972,1101,-29053,-65433,-2747,989,9692,-7111,-45875,-22196,43259,50321,-35831,-6327,26153,-22885,14090,35987,12855,1819,13253,-33465,33725,3685,-42917,-35734,-3179,-48605,5586,-13871,-9435,-44922,10363,-1709,-7058,38213,22090,-15329,48234,30634,4515,-45527,-13658,4130,7379,-20260,-24714,-11015,-16649
1253,35407,31840,-3600,-31131,17071,8260,-40464,-15327,-30590,22795,16661,7966,15254,-10142,10279,-17818,-23764,40154,23867,2818,-42744,-1994,-3416,-38748,25047,-19107,-852,18206,2928,17160,15309,-882,22993,2431,-10362,-1519,-24384,11028,-7913,4119,-36619,546,26121,-21344,14988,41809,-1787,35406,21144,42318,-28749,-17389,19919,6706,-2208,-19416,-10915,8936,7320,-13735,-40137,-4076,21280,-4673,-16371,-16972,-18837,6480,6115,1468,-51606,5761,43839,37779,-19725,-14210,-23401,17842,36508,-32571,19518,1589,-14770,-35253,34062,11796,-12218,-24554,-15450,-16966,26462,-2315,10068,21692,22839,57827,14062,18080,-18269,-11538,16437,9841,-22263,31285,-11801,-32395,25060,19522,5501,13134,2960,9322,-1475,-34024,-9371,-28570,-22977,-16198,-43291,11882,-17540,-53118,-1784,-16626,6502,-65196,-14563,-32782,49334,-965,-13608,53465,1122,-28496,-40909,-30962,-5757,3569,-2751,17638,-47482,-615,-5771,26624,8475,23049,7380,13986,-4770,-2141,18801,-6486,22209,72812,-14442,24781,-5465,28380,-60820,-17727,19414,-788,38313,13414,19803,-25414,-16349,32017,-13464,-28831,-3644,34922,-23299,35513,-5791,17826,17543,21290,-3970,34345,-19512,45470,14293,67067,-32195,-7448,37702,33351,-41790,-16959,25334,-12990,26101,5132,11392,9685,14453,-8397,-14626,-10370,27087,927,3340,-10310,31737,-34837,-16008,810,21944,8338,-10701,-4682,28640,2010,8859,5198,-20876,901,-28487,-68872,-1916,-1637,9565,-8665,-41871,-25009,44418,49944,-34420,-8671,26532,-20841,13913,35443,14845,7358,10907,-30589,29494,5379,-45197,-30285,-1527,-49199,4137,-13146,-13994,-46210,9880,-4109,-7797,37576,20800,-15827,49366,30719,6738,-47506,-11813,3383,7873,-19556,-25864,-15690,-14207
